age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
41,Self-emp-not-inc,757266,Bachelors,4,Widowed,Protective-serv,Not-in-family,Other,Male,45771,2901,4,Germany,>50K
33,State-gov,607100,Bachelors,16,Divorced,Prof-specialty,Wife,Black,Male,93135,1663,86,Philippines,<=50K
82,Without-pay,1338719,Bachelors,8,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,66354,2015,18,Canada,>50K
69,Self-emp-not-inc,304580,Preschool,12,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,37289,3181,81,Puerto-Rico,<=50K
67,State-gov,543156,9th,1,Married-AF-spouse,Craft-repair,Husband,White,Male,33892,4063,56,Philippines,<=50K
55,Self-emp-not-inc,789097,11th,1,Separated,Protective-serv,Wife,Asian-Pac-Islander,Male,71196,2630,24,Cambodia,>50K
67,Self-emp-not-inc,1487071,5th-6th,12,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Female,95057,3872,66,Japan,>50K
86,Without-pay,272164,Assoc-acdm,14,Married-spouse-absent,Priv-house-serv,Husband,Other,Male,38409,1054,13,Philippines,>50K
22,Self-emp-not-inc,789605,11th,5,Never-married,Transport-moving,Not-in-family,Black,Female,34470,380,62,India,<=50K
83,Self-emp-not-inc,1356921,Masters,11,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,18385,3082,54,Cambodia,>50K
23,Without-pay,170787,Prof-school,5,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,23296,2391,15,Germany,>50K
67,Federal-gov,180381,10th,11,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Female,61716,1592,69,Japan,>50K
88,Private,469830,5th-6th,12,Never-married,Tech-support,Unmarried,Other,Male,89152,4261,3,India,<=50K
58,Never-worked,924098,Doctorate,1,Divorced,Sales,Other-relative,Black,Female,26382,2747,37,United-States,<=50K
80,Self-emp-inc,1425568,10th,6,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Female,76675,2389,37,Canada,>50K
31,Local-gov,88920,5th-6th,1,Married-AF-spouse,Handlers-cleaners,Unmarried,White,Female,97596,3553,3,Cambodia,<=50K
45,Self-emp-inc,850051,Assoc-voc,5,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,22419,3027,63,Germany,>50K
49,Self-emp-inc,670024,Preschool,9,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,93321,1207,35,India,<=50K
43,State-gov,950997,Some-college,12,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,81238,3853,52,India,>50K
52,Private,561357,Preschool,14,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,94753,544,87,England,<=50K
45,State-gov,27531,Assoc-acdm,5,Widowed,Transport-moving,Own-child,Black,Female,39291,3081,28,India,>50K
54,Private,450267,10th,6,Widowed,Protective-serv,Other-relative,Black,Male,12397,3663,94,Canada,>50K
73,Without-pay,1135731,Assoc-acdm,8,Married-civ-spouse,Prof-specialty,Wife,Black,Male,57888,2239,18,Japan,<=50K
43,Without-pay,951479,Masters,11,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,35169,2367,36,Japan,<=50K
71,Never-worked,327747,11th,1,Widowed,Other-service,Not-in-family,Other,Female,62182,3773,33,India,<=50K
49,Private,960756,Assoc-acdm,14,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Female,92476,2627,64,Germany,<=50K
84,Self-emp-not-inc,494013,12th,2,Never-married,Armed-Forces,Unmarried,Black,Male,42249,3931,26,Cambodia,<=50K
82,Federal-gov,152503,12th,16,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Female,28341,2474,48,Germany,>50K
26,Never-worked,712841,Preschool,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,75603,3130,40,Mexico,>50K
21,Never-worked,684917,Doctorate,3,Separated,Farming-fishing,Wife,Black,Male,46144,3507,17,Cambodia,<=50K
54,Self-emp-not-inc,1434022,Prof-school,6,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,61772,96,40,United-States,>50K
29,Federal-gov,972246,Preschool,5,Married-spouse-absent,Tech-support,Other-relative,Other,Female,79360,3858,7,Canada,>50K
47,State-gov,39675,1st-4th,11,Married-AF-spouse,Tech-support,Own-child,Black,Male,13444,2708,57,Germany,<=50K
63,Federal-gov,93997,Some-college,2,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,45647,3336,8,England,>50K
68,State-gov,168087,7th-8th,14,Separated,Protective-serv,Husband,Black,Female,98843,456,56,Japan,>50K
72,Without-pay,987561,9th,15,Separated,Sales,Own-child,Asian-Pac-Islander,Female,10974,4368,31,India,<=50K
31,Self-emp-inc,506799,11th,7,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,38383,2987,59,Cambodia,<=50K
45,Without-pay,539349,9th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,94826,4088,58,India,>50K
24,Without-pay,775678,Doctorate,1,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Male,81552,3884,12,United-States,<=50K
21,Self-emp-inc,160905,7th-8th,13,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,97648,1031,48,Mexico,>50K
45,Federal-gov,290040,Doctorate,4,Married-spouse-absent,Tech-support,Other-relative,White,Male,94049,207,31,India,<=50K
63,Never-worked,1494764,5th-6th,6,Married-AF-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,2956,1937,83,Germany,<=50K
84,Federal-gov,331877,11th,7,Married-spouse-absent,Priv-house-serv,Husband,White,Male,8077,1146,63,Cambodia,<=50K
61,State-gov,586088,11th,15,Separated,Other-service,Own-child,Black,Female,36490,4299,74,England,<=50K
18,Self-emp-not-inc,1164620,Some-college,7,Widowed,Exec-managerial,Wife,Black,Female,55612,2564,39,United-States,>50K
43,State-gov,287491,9th,14,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,36159,442,76,Philippines,<=50K
52,Self-emp-not-inc,509066,12th,7,Never-married,Priv-house-serv,Other-relative,Black,Male,39710,4784,20,Canada,<=50K
52,Without-pay,678003,Bachelors,3,Separated,Priv-house-serv,Husband,Other,Male,83536,832,48,Mexico,>50K
42,Self-emp-inc,322929,9th,16,Never-married,Sales,Wife,Asian-Pac-Islander,Female,13806,1461,71,Germany,>50K
59,Without-pay,825113,Assoc-voc,6,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Female,78345,3516,54,Canada,>50K
43,Private,386008,Doctorate,13,Married-spouse-absent,Sales,Other-relative,White,Female,80391,1159,78,England,>50K
85,Federal-gov,953396,Assoc-voc,8,Divorced,Adm-clerical,Own-child,Black,Male,94924,386,75,Canada,<=50K
36,Self-emp-not-inc,853731,11th,4,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,6458,2041,71,Japan,>50K
27,State-gov,1085649,Bachelors,13,Widowed,Sales,Wife,Asian-Pac-Islander,Male,35524,2553,29,Cambodia,<=50K
54,Self-emp-inc,773158,HS-grad,8,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Male,6853,1718,74,Canada,>50K
22,Self-emp-not-inc,1476081,7th-8th,2,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,40477,4775,93,Germany,<=50K
88,State-gov,135359,Prof-school,15,Married-spouse-absent,Other-service,Other-relative,Other,Male,32222,4050,73,Philippines,>50K
39,Federal-gov,945431,Bachelors,10,Married-civ-spouse,Prof-specialty,Own-child,Other,Male,18320,3409,48,Japan,<=50K
63,Without-pay,86707,5th-6th,9,Married-spouse-absent,Transport-moving,Husband,Black,Male,94154,689,74,Japan,<=50K
62,Federal-gov,271351,Prof-school,9,Married-spouse-absent,Protective-serv,Husband,Black,Female,52243,1169,83,Canada,>50K
28,Local-gov,490670,10th,8,Never-married,Transport-moving,Other-relative,White,Female,45615,4988,56,Mexico,<=50K
29,Private,1307087,9th,10,Divorced,Protective-serv,Own-child,Black,Male,17352,952,95,Puerto-Rico,<=50K
78,Local-gov,1304294,9th,14,Never-married,Protective-serv,Wife,Other,Female,72833,4879,17,Mexico,<=50K
76,Self-emp-inc,70601,Prof-school,13,Never-married,Priv-house-serv,Wife,Black,Female,93476,4590,9,India,<=50K
59,Self-emp-not-inc,1014969,1st-4th,10,Separated,Adm-clerical,Wife,White,Female,3203,3496,97,Germany,>50K
84,Self-emp-inc,1464331,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,39267,3917,34,Puerto-Rico,<=50K
21,Without-pay,515479,7th-8th,2,Never-married,Priv-house-serv,Own-child,White,Female,37941,4842,45,Cambodia,<=50K
53,State-gov,1482436,5th-6th,6,Married-AF-spouse,Sales,Own-child,White,Male,82809,2484,88,Japan,>50K
88,Federal-gov,1480537,Bachelors,10,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,25368,1854,9,Germany,>50K
47,Local-gov,271924,HS-grad,5,Married-AF-spouse,Protective-serv,Wife,Black,Male,77186,3439,7,England,>50K
25,Never-worked,803441,11th,12,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,30984,3231,16,India,<=50K
67,Local-gov,269430,Some-college,14,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,41941,2597,19,Philippines,<=50K
45,Without-pay,1496313,5th-6th,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,72918,3983,6,India,>50K
56,Local-gov,1191364,9th,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,52683,2191,11,Germany,<=50K
57,Without-pay,300466,Assoc-voc,2,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,801,2635,76,Cambodia,>50K
27,Never-worked,470930,7th-8th,10,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,47965,656,61,Japan,<=50K
39,Self-emp-inc,1418616,Some-college,4,Married-AF-spouse,Farming-fishing,Own-child,Other,Male,85269,3812,42,United-States,>50K
17,Federal-gov,1130868,Doctorate,9,Married-spouse-absent,Farming-fishing,Own-child,Black,Male,9969,3340,13,United-States,<=50K
62,Self-emp-not-inc,573343,Doctorate,1,Widowed,Other-service,Unmarried,Black,Male,35969,3911,12,Germany,>50K
37,State-gov,325035,Preschool,11,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,82269,1796,85,Canada,<=50K
52,Self-emp-not-inc,1421256,HS-grad,1,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,32449,4363,74,Mexico,>50K
70,Self-emp-inc,288448,Doctorate,12,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,91679,1762,20,India,<=50K
73,State-gov,1228948,5th-6th,7,Married-AF-spouse,Protective-serv,Not-in-family,White,Male,25705,4472,50,Cambodia,<=50K
17,Local-gov,961763,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,60303,3285,36,India,<=50K
79,Never-worked,111006,Masters,3,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,28363,1585,92,England,>50K
70,Never-worked,149350,11th,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,30720,3563,88,United-States,<=50K
71,Private,708725,9th,2,Widowed,Machine-op-inspct,Husband,White,Female,9972,2440,69,Japan,<=50K
56,Self-emp-inc,825878,11th,9,Married-AF-spouse,Other-service,Own-child,White,Male,33351,4584,37,England,<=50K
31,Self-emp-inc,808768,Doctorate,3,Divorced,Handlers-cleaners,Husband,Black,Male,36145,4817,12,Japan,>50K
37,Federal-gov,226487,1st-4th,16,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,87948,3100,40,India,<=50K
63,Self-emp-not-inc,117852,10th,2,Married-civ-spouse,Priv-house-serv,Wife,White,Female,89614,3244,54,Cambodia,>50K
89,Self-emp-inc,1207169,10th,12,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,88116,1040,2,United-States,<=50K
69,Self-emp-inc,747067,Preschool,8,Separated,Armed-Forces,Husband,Asian-Pac-Islander,Female,56235,3127,50,India,>50K
25,Local-gov,698841,Some-college,10,Widowed,Transport-moving,Not-in-family,Other,Female,14855,2273,41,United-States,>50K
68,Local-gov,300618,10th,6,Married-civ-spouse,Farming-fishing,Wife,White,Male,36169,3629,45,Germany,<=50K
73,State-gov,1246408,10th,6,Married-spouse-absent,Farming-fishing,Unmarried,Black,Female,46404,2114,9,Philippines,>50K
42,Without-pay,862150,11th,10,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Female,19569,1677,62,Philippines,>50K
57,Without-pay,1375349,Masters,11,Married-civ-spouse,Transport-moving,Own-child,Black,Female,54437,3094,86,Japan,<=50K
51,Private,65232,Assoc-acdm,7,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,48506,998,47,India,>50K
79,Without-pay,368688,Preschool,7,Married-AF-spouse,Craft-repair,Own-child,Black,Female,25738,2284,5,Puerto-Rico,>50K
41,Federal-gov,480385,Some-college,11,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,6772,1589,76,United-States,>50K
54,Private,803301,9th,13,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,90410,1161,1,United-States,>50K
18,State-gov,332813,Bachelors,15,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,19731,2520,44,Puerto-Rico,<=50K
23,Local-gov,1277669,Assoc-voc,6,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Male,10131,3855,22,Canada,>50K
50,Without-pay,1046657,Some-college,4,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,66324,4648,38,India,>50K
33,Self-emp-not-inc,1399904,12th,11,Widowed,Prof-specialty,Unmarried,Other,Female,54097,694,19,Puerto-Rico,<=50K
59,Local-gov,1081716,1st-4th,9,Married-AF-spouse,Tech-support,Own-child,Black,Male,81720,4412,80,Philippines,<=50K
75,Never-worked,1457188,Preschool,6,Married-spouse-absent,Farming-fishing,Wife,Other,Female,96433,4863,31,United-States,>50K
67,Federal-gov,558645,Assoc-acdm,4,Never-married,Priv-house-serv,Husband,Other,Female,2889,3798,67,Philippines,<=50K
70,Local-gov,1180248,1st-4th,12,Divorced,Tech-support,Own-child,White,Female,9569,3683,87,India,<=50K
40,Federal-gov,350817,Some-college,3,Married-AF-spouse,Other-service,Wife,White,Female,87193,1971,42,Cambodia,<=50K
41,Federal-gov,752303,Some-college,4,Never-married,Machine-op-inspct,Other-relative,White,Female,75677,1503,82,Cambodia,<=50K
87,Federal-gov,640399,12th,3,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,85192,3249,26,Japan,<=50K
68,State-gov,884690,10th,15,Married-AF-spouse,Transport-moving,Other-relative,White,Female,87154,4218,13,Philippines,<=50K
86,Federal-gov,426140,9th,2,Widowed,Sales,Unmarried,Black,Female,77470,3242,58,Philippines,<=50K
49,Federal-gov,1137862,5th-6th,14,Married-civ-spouse,Prof-specialty,Wife,Other,Female,88822,1868,18,Philippines,<=50K
65,Never-worked,113269,5th-6th,5,Separated,Machine-op-inspct,Other-relative,Black,Male,7612,1671,67,Canada,<=50K
45,Self-emp-not-inc,278635,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,51644,1082,87,Philippines,>50K
79,Private,1142647,Some-college,6,Widowed,Transport-moving,Wife,Amer-Indian-Eskimo,Female,32069,1728,3,Cambodia,>50K
38,Self-emp-inc,1289671,Assoc-voc,3,Married-AF-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,81741,3851,55,Canada,>50K
42,Never-worked,533317,11th,6,Divorced,Protective-serv,Other-relative,Other,Female,27331,2142,89,Japan,>50K
44,Private,1099227,9th,15,Married-spouse-absent,Sales,Wife,Black,Female,55897,1148,91,Germany,>50K
65,Federal-gov,90202,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,13934,253,58,England,<=50K
87,Self-emp-not-inc,1117353,Doctorate,10,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,10095,4102,63,Japan,<=50K
65,Local-gov,168066,9th,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,91494,3542,91,Mexico,>50K
36,Self-emp-not-inc,873695,Doctorate,1,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,18706,2775,52,Canada,>50K
79,Never-worked,210706,Assoc-voc,16,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,43516,4637,89,Cambodia,<=50K
77,Federal-gov,644446,Masters,16,Widowed,Priv-house-serv,Not-in-family,Other,Female,97008,3333,24,Cambodia,>50K
65,Self-emp-not-inc,817232,Assoc-acdm,6,Divorced,Transport-moving,Wife,Other,Male,34629,4184,72,India,<=50K
87,Without-pay,844255,10th,9,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,46910,3279,9,United-States,>50K
17,Self-emp-not-inc,1394598,Assoc-voc,11,Married-spouse-absent,Exec-managerial,Other-relative,White,Male,88540,4308,37,Philippines,<=50K
29,Federal-gov,300852,Prof-school,4,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,20431,2881,94,Cambodia,>50K
67,State-gov,688179,Assoc-voc,11,Divorced,Armed-Forces,Unmarried,White,Female,56733,265,83,Philippines,<=50K
72,Without-pay,608158,Bachelors,12,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40088,2340,53,Puerto-Rico,>50K
78,Self-emp-not-inc,553571,Bachelors,2,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,44135,3148,80,United-States,>50K
48,Self-emp-inc,885139,7th-8th,13,Widowed,Adm-clerical,Other-relative,White,Female,38015,3359,24,Puerto-Rico,<=50K
46,Self-emp-inc,1492725,Doctorate,4,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,31385,1004,21,Philippines,<=50K
45,Self-emp-not-inc,1271703,Prof-school,1,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,70199,2094,40,Canada,>50K
65,State-gov,1210631,10th,3,Married-AF-spouse,Protective-serv,Other-relative,Other,Male,38677,4717,62,Mexico,>50K
61,Local-gov,824565,Prof-school,10,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,12818,3271,70,United-States,<=50K
46,Federal-gov,545069,11th,9,Never-married,Prof-specialty,Other-relative,Black,Female,88222,4522,69,Canada,<=50K
32,Self-emp-inc,134586,Prof-school,10,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,63001,209,14,Cambodia,<=50K
56,Local-gov,309768,11th,5,Married-AF-spouse,Sales,Own-child,Black,Female,23977,887,42,Mexico,>50K
35,Self-emp-not-inc,551111,7th-8th,15,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,49832,153,50,Germany,>50K
34,Never-worked,562777,7th-8th,11,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,40931,3593,61,Cambodia,<=50K
17,Local-gov,1056059,Assoc-acdm,6,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Male,83990,414,4,England,>50K
63,Without-pay,191033,5th-6th,3,Separated,Tech-support,Other-relative,Asian-Pac-Islander,Female,78894,3424,72,Japan,>50K
82,Private,1359838,Bachelors,16,Married-AF-spouse,Handlers-cleaners,Own-child,White,Male,72204,1284,88,United-States,<=50K
54,Self-emp-inc,1168993,Assoc-voc,5,Widowed,Armed-Forces,Wife,Asian-Pac-Islander,Female,45784,3148,75,England,>50K
67,Self-emp-not-inc,1150392,Assoc-voc,11,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,9921,768,17,Philippines,<=50K
79,Never-worked,295709,Preschool,8,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,34959,982,85,United-States,<=50K
20,Federal-gov,194023,Doctorate,6,Married-spouse-absent,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,32328,3202,57,Japan,>50K
17,Never-worked,897611,12th,4,Married-civ-spouse,Prof-specialty,Other-relative,Other,Male,8859,4674,90,United-States,>50K
24,State-gov,567936,12th,2,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,89506,3526,48,Canada,<=50K
